アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,98,30.4%,安打,124,70.9%
フライ,125,38.8%,四死球,48,27.4%
空三振,69,21.4%,失策出塁,3,1.7%
見三振,18,5.6%,野選,0,0.0%
犠打,12,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
