球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
マツダスタジアム,2.39,28,0,28,0,1,10,1,10,1,0,1,26.1,13,1,25,9,0,9,7,0.84,0.146,-,2.93
東京ドーム,1.29,7,0,7,1,1,4,0,5,1,1,1,7.0,4,0,7,4,1,1,1,1.14,0.167,-,7.00
甲子園,2.45,4,0,4,0,0,1,0,1,0,0,0,3.2,4,0,4,1,0,1,1,1.36,0.286,-,3.67
横浜,0.00,6,0,6,1,0,4,0,5,1,1,0,5.2,4,0,7,3,0,0,0,1.24,0.19,-,99.00
神宮,0.00,5,0,5,1,0,3,0,4,1,1,0,5.0,2,0,3,2,0,0,0,0.8,0.125,-,99.00
バンテリンドーム,0.00,6,0,6,0,0,5,0,5,0,0,0,6.0,3,0,7,1,0,0,0,0.67,0.143,-,99.00
Ce その他,0.00,1,0,1,0,0,1,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,0.00,2,0,2,1,0,1,0,2,1,1,0,2.0,0,0,1,1,0,0,0,0.5,0.0,-,99.00
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0.0,0.0,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
