条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.167,44,42,7,1,0,0,0,8,2,0,0,0,0.205
1塁,0.267,17,15,4,0,0,0,0,2,0,0,2,0,0.267
2塁,0.125,8,8,1,0,0,0,0,1,0,0,0,0,0.125
3塁,1.0,2,2,2,1,0,0,2,0,0,0,0,0,1.0
1・2塁,0.333,4,3,1,0,1,0,2,0,1,0,0,0,0.5
1・3塁,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0.0
2・3塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
満塁,1.0,1,1,1,0,0,0,2,0,0,0,0,0,1.0
得点圏,0.294,18,17,5,1,1,0,6,2,1,0,0,0,0.333
