左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
35.7% (5),35.7% (5),35.7% (5),35.7% (5),35.7% (5),35.7% (5),28.6% (4),28.6% (4),28.6% (4)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (1),- (0),36.4% (4),66.7% (2),- (0),27.3% (3),0.0% (0),- (0),36.4% (4)
