打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,7,2,.286,1,1,0,0,1,0.25
2打席目,8,2,.250,1,2,0,0,0,0.25
3打席目,7,0,.000,0,1,1,0,0,0.125
4打席目,3,0,.000,0,0,0,0,0,0.0
5打席目以上,0,0,-,0,0,0,0,0,
