球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,47,47.5%,152.8,4,5,9,24,38.3%,22.2%,0.5,6,3,0,1,5,0
スライダー,24,24.2%,138.8,4,5,4,7,54.2%,33.3%,0.0,5,0,0,1,0,0
カーブ,11,11.1%,125.1,1,1,0,8,18.2%,50.0%,0.0,2,0,0,1,0,0
ツーシーム,10,10.1%,154.2,1,1,2,4,40.0%,20.0%,0.0,3,0,0,1,0,0
スプリット,7,7.1%,144.1,2,1,0,4,42.9%,100.0%,0.0,1,0,0,1,0,0
