左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
39.1% (79),39.1% (79),39.1% (79),22.3% (45),22.3% (45),22.3% (45),38.6% (78),38.6% (78),38.6% (78)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
23.0% (14),0.0% (0),46.8% (65),34.4% (21),0.0% (0),17.3% (24),42.6% (26),100.0% (2),36.0% (50)
