球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.292,41,119,106,11,31,6,0,0,37,8,16,10,2,0,1,2,7,0,4,.347,.349,0.697
東京ドーム,.071,9,31,28,3,2,0,0,0,2,0,14,1,1,2,0,0,0,0,1,.161,.071,0.233
甲子園,.077,6,16,13,1,1,0,0,0,1,0,5,1,0,0,2,0,0,1,2,.143,.077,0.22
マツダスタジアム,.143,10,26,21,4,3,1,0,0,4,1,5,2,0,0,3,0,0,0,0,.217,.190,0.408
神宮,.372,12,45,43,8,16,0,1,1,21,4,4,1,0,0,0,1,2,2,0,.378,.488,0.866
バンテリンドーム,.209,13,47,43,5,9,3,0,1,15,7,10,3,1,0,0,1,2,1,0,.255,.349,0.604
Ce その他,.333,1,5,3,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,.500,.667,1.167
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
