打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,67,12,0.179,0,14,4,1,1,0.222
2打席目,64,15,0.234,0,13,7,1,1,0.306
3打席目,60,16,0.267,1,15,4,4,1,0.308
4打席目,47,13,0.277,0,8,2,1,0,0.306
5打席目以上,14,4,0.286,1,3,1,0,1,0.313
