防御率3.15,試合50,先発0,救援50,連投(試)1,連投(日)1,勝利3,敗戦3,HLD6,Ｓ22,ＨＰ9,ＳＰ25,救勝3,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,45.2,190,709,15.5,33,6,45,19,1,1,0,0,18,16,1.14,-
