種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.62,31,0,31,3,3,5,13,8,16,3,3,27.1,26,5,29,14,0,13,11,1.46,0.252,-,2.1
Visitor,2.45,19,0,19,0,0,1,9,1,9,0,0,18.1,7,1,16,5,1,5,5,0.65,0.117,-,3.67
