条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.474,23,19,9,1,0,2,0,1,0,3,0,0.5
1-0より,.083,13,12,1,0,0,1,0,0,0,1,0,0.083
2-0より,.167,7,6,1,0,0,0,0,1,0,0,0,0.286
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.105,20,19,2,0,0,0,0,0,0,1,0,0.105
1-1より,.222,10,9,2,1,0,0,0,0,0,1,0,0.222
2-1より,.545,11,11,6,0,0,2,0,0,0,0,0,0.545
3-1より,.000,8,2,0,0,0,0,0,5,1,0,0,0.75
0-2より,.200,30,30,6,2,0,1,18,0,0,0,0,0.2
1-2より,.043,23,23,1,0,0,0,14,0,0,0,0,0.043
2-2より,.083,25,24,2,0,0,0,9,0,0,0,1,0.08
3-2より,.375,17,8,3,0,0,0,4,9,0,0,0,0.706
