打率.267,試合46,打席141,打数120,得点15,安打32,内安1,内安率3.1,２Ｂ10,３Ｂ0,本塁5,HR勝敗3-2-0,塁打57,打点19,三振20
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
15,0,4,1,1,0,1,0.0,3,0,3,.370,.364,.475,.839
