打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,25,5,0.2,0,6,5,0,0,0.333
2打席目,25,5,0.2,2,4,4,0,1,0.3
3打席目,22,9,0.409,1,1,7,0,0,0.552
4打席目,19,7,0.368,0,4,3,0,0,0.455
5打席目以上,4,1,0.25,0,0,0,0,0,0.25
