アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,29,32.6%,安打,32,61.5%
フライ,39,43.8%,四死球,19,36.5%
空三振,15,16.9%,失策出塁,1,1.9%
見三振,5,5.6%,野選,0,0.0%
犠打,1,1.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
