条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.368,40,38,14,4,0,3,0,0,0,2,0,0.368
1-0より,0.286,22,21,6,1,0,1,0,0,1,0,0,0.318
2-0より,0.0,6,6,0,0,0,0,0,0,0,0,0,0.0
3-0より,0.5,9,2,1,1,0,0,0,7,0,0,0,0.889
0-1より,0.381,24,21,8,1,0,2,0,0,2,1,0,0.435
1-1より,0.227,24,22,5,2,0,1,0,0,1,1,0,0.261
2-1より,0.16,25,25,4,0,0,1,0,0,0,0,0,0.16
3-1より,0.429,16,7,3,0,0,0,0,9,0,0,0,0.75
0-2より,0.211,19,19,4,1,0,0,9,0,0,0,0,0.211
1-2より,0.14,52,50,7,0,0,1,24,0,2,0,0,0.173
2-2より,0.197,71,71,14,5,0,1,29,0,0,0,0,0.197
3-2より,0.22,65,41,9,1,0,2,11,24,0,0,0,0.508
