条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.318,26,22,7,2,0,1,9,3,0,1,0
対左打者,0.0,15,14,0,0,0,0,7,1,0,0,0
