条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.304,83,69,21,3,0,0,14,10,0,2,2
対左打者,0.286,64,49,14,2,0,1,4,11,1,1,2
