球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.205,20,41,39,2,8,1,0,0,9,0,9,1,1,0,1,0,0,1,0,.225,.231,0.456
東京ドーム,.167,5,14,12,2,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,.231,.167,0.397
横浜,.400,6,18,15,0,6,1,0,0,7,0,2,1,0,0,2,0,0,1,0,.438,.467,0.904
マツダスタジアム,.143,3,8,7,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,.250,.143,0.393
神宮,.143,3,9,7,1,1,1,0,0,2,0,2,1,1,1,0,0,1,0,0,.333,.286,0.619
バンテリンドーム,.200,6,11,10,2,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,.200,.200,0.4
Ce その他,.273,3,13,11,0,3,1,0,0,4,2,3,2,1,0,0,0,1,0,0,.385,.364,0.748
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,2,7,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.000,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
京セラD大阪,.200,1,6,5,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,.200,.200,0.4
ベルーナドーム,.667,1,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,.667,.667,1.333
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
