左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.0% (37),42.0% (37),42.0% (37),20.5% (18),20.5% (18),20.5% (18),37.5% (33),37.5% (33),37.5% (33)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
46.2% (12),- (0),40.3% (25),23.1% (6),- (0),19.4% (12),30.8% (8),- (0),40.3% (25)
