条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.189,82,74,14,2,0,0,18,3,1,4,0
対左投手,0.273,50,44,12,2,0,0,11,4,0,2,0
