打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,31,9,0.29,0,3,1,0,0,0.313
2打席目,27,7,0.259,0,7,5,0,0,0.375
3打席目,27,7,0.259,0,9,1,1,0,0.286
4打席目,15,3,0.2,0,3,0,2,0,0.2
5打席目以上,5,0,0.0,0,2,0,0,0,0.0
