球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,198,39.7%,147.9,17,47,46,53,55.6%,17.3%,.186,43,8,0,11,1,0
スライダー,76,15.2%,129.5,11,13,13,24,48.7%,28.2%,.438,16,7,0,3,1,1
カットボール,46,9.2%,137.8,3,7,10,15,43.5%,12.5%,.250,12,3,0,1,1,0
フォーク,45,9.0%,137.6,10,3,9,13,48.9%,34.5%,.154,13,2,0,4,0,0
チェンジアップ,40,8.0%,130.8,6,8,4,14,45.0%,33.3%,.083,12,1,0,4,0,0
シュート,26,5.2%,146.7,3,6,6,6,57.7%,21.4%,.333,6,2,0,1,0,0
カーブ,24,4.8%,118.8,2,6,5,7,54.2%,18.2%,.167,6,1,0,2,0,0
スプリット,13,2.6%,140.9,3,0,4,5,53.8%,37.5%,.000,2,0,0,1,0,0
ツーシーム,12,2.4%,142.5,1,3,2,4,50.0%,20.0%,.333,3,1,0,1,0,0
シンカー,8,1.6%,132.7,1,2,0,2,37.5%,25.0%,.000,4,0,0,1,0,0
ナックルカーブ,6,1.2%,122.8,1,1,1,3,50.0%,50.0%,-,0,0,0,0,0,0
スクリュー,5,1.0%,136.8,0,1,1,2,40.0%,0.0%,1.000,1,1,0,0,0,0
