種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.26,2,1,1,0,0,1,0,1,0,0,0,6.1,6,0,3,0,2,3,3,0.95,0.261,6.0,2.67
Nighter,1.5,2,2,0,0,0,0,0,0,0,0,0,6.0,5,0,4,0,0,1,1,0.83,0.227,6.43,-
