アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,36.1%,安打,11,84.6%
フライ,15,41.7%,四死球,2,15.4%
空三振,5,13.9%,失策出塁,0,0.0%
見三振,2,5.6%,野選,0,0.0%
犠打,1,2.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
