球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,92,50.0%,149.9,10,24,9,29,46.7%,25.6%,.261,23,6,0,4,0,0
スライダー,63,34.2%,133.4,8,13,11,19,50.8%,25.8%,.214,14,3,0,3,0,2
フォーク,21,11.4%,137.3,0,4,1,8,23.8%,0.0%,.250,8,2,0,0,0,0
カーブ,6,3.3%,117.3,1,0,0,5,16.7%,100.0%,-,0,0,0,0,0,0
チェンジアップ,2,1.1%,129.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
