球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,14,45.2%,117.5,2,0,2,8,28.6%,33.3%,.500,2,1,0,0,0,0
ストレート,10,32.3%,134.6,1,2,2,3,50.0%,20.0%,.500,2,1,0,0,0,0
ツーシーム,6,19.4%,132.2,0,1,1,3,33.3%,0.0%,.000,1,0,0,0,1,1
カットボール,1,3.2%,132.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
