左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
63.6% (7),63.6% (7),63.6% (7),0.0% (0),0.0% (0),0.0% (0),36.4% (4),36.4% (4),36.4% (4)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (1),- (0),75.0% (6),0.0% (0),- (0),0.0% (0),66.7% (2),- (0),25.0% (2)
