アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,50.0%,安打,3,75.0%
フライ,1,7.1%,四死球,1,25.0%
空三振,6,42.9%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
