アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,26,39.4%,安打,21,75.0%
フライ,21,31.8%,四死球,6,21.4%
空三振,9,13.6%,失策出塁,1,3.6%
見三振,5,7.6%,野選,0,0.0%
犠打,5,7.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
