背番,名前,腕,最終登板,防御率,試合,先発,救援,連投(試),連投(日),勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,完投,完封,無四球,勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,詳細URL,nf3_player_id
52,池田隆英,右,6/18,2.45,24,0,24,0,0,0,3,13,0,13,0,0,3,0,0,0,.000,22.0,94,342,15.5,21,1,14,5,1,1,2,0,6,6,https://nf3.sakura.ne.jp/Pacific/F/p/52_stat.htm,52
