球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,22,78.6%,151.0,2,3,3,12,36.4%,28.6%,0.0,2,0,0,0,2,0
フォーク,6,21.4%,138.3,2,0,0,3,33.3%,66.7%,0.5,2,1,0,1,0,0
