アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,50,24.9%,安打,67,75.3%
フライ,86,42.8%,四死球,21,23.6%
空三振,49,24.4%,失策出塁,1,1.1%
見三振,13,6.5%,野選,0,0.0%
犠打,3,1.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
