球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,471,41.3%,143.9,26,68,117,172,44.8%,11.3%,0.337,101,34,6,16,9,1
チェンジアップ,240,21.1%,130.5,62,32,42,57,56.7%,41.1%,0.191,68,13,1,22,2,0
カットボール,172,15.1%,135.1,12,43,22,64,44.8%,18.5%,0.286,35,10,2,5,8,0
カーブ,117,10.3%,119.0,4,40,16,39,51.3%,10.5%,0.25,20,5,0,2,0,0
スライダー,74,6.5%,127.2,7,6,21,24,45.9%,15.9%,0.143,21,3,1,5,0,0
フォーク,66,5.8%,132.7,21,4,10,24,53.0%,55.3%,0.105,19,2,0,12,1,0
