左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.4% (103),41.4% (103),41.4% (103),27.7% (69),27.7% (69),27.7% (69),30.9% (77),30.9% (77),30.9% (77)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.7% (32),55.6% (5),38.8% (66),32.9% (23),11.1% (1),26.5% (45),21.4% (15),33.3% (3),34.7% (59)
