打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,81,20,0.247,2,19,12,0,0,0.344
2打席目,78,17,0.218,1,18,15,0,0,0.344
3打席目,80,20,0.25,3,13,12,0,1,0.344
4打席目,69,16,0.232,2,17,11,0,0,0.338
5打席目以上,20,5,0.25,1,13,6,0,0,0.423
