条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.227,202,176,40,8,0,5,5,47,24,2,0,0,0.327
1塁,0.28,83,75,21,3,1,2,7,9,6,2,0,0,0.349
2塁,0.167,33,24,4,0,0,0,1,9,7,2,0,0,0.394
3塁,0.143,11,7,1,1,0,0,4,1,4,0,0,0,0.455
1・2塁,0.267,36,30,8,1,0,1,8,12,6,0,0,0,0.389
1・3塁,0.0,9,6,0,0,0,0,0,1,3,0,0,0,0.333
2・3塁,0.5,9,8,4,0,0,1,7,2,0,0,0,1,0.444
満塁,0.2,6,5,1,0,0,0,2,0,1,0,0,0,0.333
得点圏,0.225,104,80,18,2,0,2,22,25,21,2,0,1,0.394
