球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,210,40.0%,148.4,14,30,43,77,41.4%,13.6%,0.346,52,18,0,6,5,0
スプリット,88,16.8%,134.1,19,7,10,39,40.9%,45.2%,0.095,21,2,0,8,1,1
カットボール,78,14.9%,140.1,10,10,17,21,47.4%,21.3%,0.333,21,7,1,1,1,0
カーブ,77,14.7%,115.6,11,19,10,26,51.9%,34.4%,0.0,15,0,0,4,3,0
スライダー,47,9.0%,132.4,6,14,8,15,59.6%,33.3%,0.333,6,2,0,2,0,0
チェンジアップ,25,4.8%,134.9,1,2,4,12,28.0%,9.1%,0.2,5,1,0,0,0,0
