アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,27,30.3%,安打,30,66.7%
フライ,40,44.9%,四死球,13,28.9%
空三振,20,22.5%,失策出塁,2,4.4%
見三振,1,1.1%,野選,0,0.0%
犠打,1,1.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
