条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.18,69,61,11,2,0,1,14,7,1,0,0
対左打者,0.322,65,59,19,1,0,0,7,5,0,1,0
