左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
33.2% (77),33.2% (77),33.2% (77),20.3% (47),20.3% (47),20.3% (47),46.6% (108),46.6% (108),46.6% (108)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.5% (18),16.7% (1),34.7% (58),20.3% (12),16.7% (1),20.4% (34),49.2% (29),66.7% (4),44.9% (75)
