アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,87,41.6%,安打,65,70.7%
フライ,82,39.2%,四死球,25,27.2%
空三振,28,13.4%,失策出塁,2,2.2%
見三振,8,3.8%,野選,0,0.0%
犠打,4,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
