月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.200,20,70,65,3,13,1,1,0,16,0,11,5,0,0,0,0,1,2,2,.257,.246,0.503
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,.333,12,59,51,9,17,3,0,2,26,9,2,6,1,1,1,0,1,0,0,.414,.510,0.924
7月,.218,22,96,87,7,19,4,0,2,29,10,16,5,0,2,2,0,0,1,2,.277,.333,0.61
8月,.247,21,84,77,8,19,2,0,2,27,9,7,3,0,3,0,1,0,0,0,.298,.351,0.648
9月,.200,19,63,55,4,11,2,0,0,13,0,11,6,0,2,0,0,1,1,1,.302,.236,0.538
10月,.214,4,16,14,2,3,0,0,0,3,0,1,1,0,1,0,0,0,0,1,.313,.214,0.527
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
