左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
32.0% (96),32.0% (96),32.0% (96),22.7% (68),22.7% (68),22.7% (68),45.3% (136),45.3% (136),45.3% (136)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
34.2% (26),0.0% (0),32.1% (70),35.5% (27),0.0% (0),18.8% (41),30.3% (23),100.0% (6),49.1% (107)
