打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,87,28,0.322,4,11,2,0,0,0.337
2打席目,79,17,0.215,1,9,9,1,0,0.295
3打席目,80,14,0.175,0,15,8,1,0,0.25
4打席目,67,14,0.209,1,6,10,1,1,0.308
5打席目以上,32,9,0.281,0,6,6,0,0,0.395
