打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,3,0,.000,0,0,0,0,0,0.0
2打席目,2,1,.500,0,1,0,1,0,0.5
3打席目,1,0,.000,0,0,2,0,0,0.667
4打席目,2,1,.500,0,0,0,0,0,0.5
5打席目以上,0,0,-,0,0,0,0,0,
