条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.244,261,234,57,8,0,11,73,23,3,0,1
対左投手,0.198,106,96,19,6,0,2,25,9,0,0,1
