条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.261,177,165,43,9,1,3,27,6,0,6,0
対左打者,0.313,159,147,46,7,0,4,21,9,1,0,2
