球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
神宮,5.30,6,6,0,2,3,0,0,0,0,0,0,35.2,44,5,28,6,1,21,21,1.4,0.301,4.24,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,5.73,2,2,0,0,0,0,0,0,0,0,0,11.0,17,2,7,1,0,7,7,1.64,0.37,4.85,-
マツダスタジアム,1.29,1,1,0,0,0,0,0,0,0,0,0,7.0,6,0,2,3,0,1,1,1.29,0.24,2.25,-
バンテリンドーム,0.90,3,3,0,2,1,0,0,0,0,0,0,20.0,14,0,10,3,0,4,2,0.85,0.192,3.13,-
Ce その他,1.93,1,1,0,0,1,0,0,0,0,0,0,4.2,8,0,1,2,0,5,1,2.14,0.364,5.40,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
