球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,466,37.3%,141.5,25,116,87,141,48.9%,12.0%,0.315,108,34,1,18,6,0
スライダー,226,18.1%,128.0,22,59,35,66,51.3%,21.8%,0.231,52,12,1,9,0,0
フォーク,207,16.6%,127.6,28,18,43,68,43.0%,23.1%,0.219,64,14,2,14,5,0
シュート,92,7.4%,140.4,3,8,25,28,39.1%,5.4%,0.323,31,10,2,3,1,0
カットボール,72,5.8%,138.6,8,5,17,24,41.7%,18.6%,0.333,21,7,0,3,1,1
チェンジアップ,70,5.6%,114.7,4,14,8,31,37.1%,16.0%,0.385,13,5,1,0,0,0
高速スライダー,69,5.5%,137.0,6,6,15,31,39.1%,18.8%,0.167,12,2,0,1,1,0
カーブ,33,2.6%,113.3,1,7,3,16,33.3%,10.0%,0.5,6,3,0,0,0,0
シンカー,13,1.0%,128.7,2,1,0,5,23.1%,28.6%,0.4,5,2,0,0,0,0
