アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,48,34.5%,安打,47,74.6%
フライ,50,36.0%,四死球,15,23.8%
空三振,25,18.0%,失策出塁,1,1.6%
見三振,8,5.8%,野選,0,0.0%
犠打,8,5.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
