球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.205,52,103,88,9,18,1,0,0,19,6,20,10,0,1,3,1,4,2,2,.290,.216,0.506
みずほPayPay,.412,5,18,17,2,7,0,0,0,7,2,0,1,0,0,0,0,1,0,2,.444,.412,0.856
エスコンＦ,.227,8,24,22,1,5,0,0,0,5,0,6,0,0,0,2,0,0,1,0,.227,.227,0.455
楽天モバイル,.417,5,12,12,1,5,0,0,0,5,0,3,0,0,0,0,0,1,0,0,.417,.417,0.833
京セラD大阪,.250,3,9,8,0,2,0,0,0,2,1,1,1,0,0,0,0,1,0,0,.333,.250,0.583
ベルーナドーム,.333,7,22,18,1,6,1,0,0,7,1,2,0,0,2,2,0,1,0,0,.400,.389,0.789
Pa その他,.000,2,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,0.0
東京ドーム,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.500,3,8,8,0,4,0,0,0,4,3,1,0,0,0,0,0,1,0,0,.500,.500,1.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
