条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.265,173,155,41,2,0,0,29,8,2,7,1
対左投手,0.261,29,23,6,0,0,0,4,4,1,1,0
