アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,34,28.1%,安打,26,63.4%
フライ,50,41.3%,四死球,14,34.1%
空三振,28,23.1%,失策出塁,1,2.4%
見三振,6,5.0%,野選,0,0.0%
犠打,3,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
