チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,3.86,4,0,4,0,0,0,0,0,0,0,0,2.1,3,0,1,2,0,1,1,2.14,0.333,-,2.33
阪神,1.23,7,0,7,1,0,0,0,1,1,1,0,7.1,4,0,6,2,0,1,1,0.82,0.167,-,7.33
ＤｅＮＡ,1.5,7,0,7,0,0,1,0,1,0,0,0,6.0,5,0,1,1,0,1,1,1.0,0.227,-,6.0
広島,0.71,14,0,14,1,0,6,0,7,1,1,0,12.2,6,0,10,4,0,1,1,0.79,0.146,-,12.67
中日,4.5,7,0,7,0,0,2,0,2,0,0,0,6.0,3,0,8,3,0,3,3,1.0,0.143,-,2.0
