種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.93,24,0,24,1,0,5,0,6,1,1,0,23.1,14,1,19,6,0,5,5,0.86,0.177,-,4.67
Visitor,1.93,21,0,21,1,0,7,0,8,1,1,0,18.2,12,0,15,8,0,4,4,1.07,0.185,-,4.67
