球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,3.18,10,9,1,4,4,0,0,1,1,1,0,51.0,51,3,44,19,1,23,18,1.37,0.268,2.81,99.00
甲子園,4.50,1,1,0,0,1,0,0,0,0,0,0,4.0,6,1,3,1,0,3,2,1.75,0.353,0.00,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,9.31,4,4,0,0,3,0,0,0,0,0,0,19.1,32,3,13,6,1,21,20,1.97,0.368,1.96,-
神宮,2.57,2,2,0,2,0,0,0,0,0,0,0,14.0,9,0,11,6,0,4,4,1.07,0.18,10.69,-
バンテリンドーム,0.77,2,2,0,1,0,0,0,0,0,0,0,11.2,13,1,10,6,0,1,1,1.63,0.295,2.08,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,4.91,2,2,0,1,1,0,0,0,0,0,0,11.0,13,0,6,8,0,6,6,1.91,0.295,2.25,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
