打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,87,22,0.253,7,21,6,0,0,0.301
2打席目,90,28,0.311,3,18,3,0,0,0.333
3打席目,86,27,0.314,3,13,7,0,0,0.366
4打席目,77,20,0.26,2,17,7,0,1,0.318
5打席目以上,24,4,0.167,1,7,3,0,0,0.259
