打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.297,29,121,111,16,33,5,0,5,53,11,24,5,1,5,0,0,0,0,2,0.355,0.477,0.833
Nighter,0.269,64,270,253,32,68,19,0,11,120,38,52,11,4,5,0,1,3,4,4,0.311,0.474,0.785
