条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.469,37,32,15,0,0,1,0,0,0,5,0,0.469
1-0より,.250,15,12,3,1,0,0,0,0,0,3,0,0.25
2-0より,.200,5,5,1,1,0,0,0,0,0,0,0,0.2
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.182,24,22,4,1,1,0,0,0,0,0,2,0.167
1-1より,.393,29,28,11,1,0,2,0,0,0,1,0,0.393
2-1より,.375,10,8,3,1,0,0,0,0,0,1,1,0.333
3-1より,.250,11,4,1,0,0,0,0,7,0,0,0,0.727
0-2より,.100,10,10,1,0,0,0,7,0,0,0,0,0.1
1-2より,.268,45,41,11,1,0,0,17,0,2,0,2,0.289
2-2より,.190,22,21,4,1,0,0,7,0,0,0,1,0.182
3-2より,.222,39,27,6,0,0,1,12,12,0,0,0,0.462
