条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.296,120,98,29,2,0,3,20,12,2,6,2
対左打者,0.277,128,112,31,5,1,1,23,8,0,4,4
