種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.95,17,1,16,2,1,3,4,5,6,2,0,18.1,23,2,12,4,1,6,6,1.47,0.324,0.00,4.08
Nighter,3.11,39,0,39,1,3,7,12,8,13,1,3,37.2,37,2,31,16,1,13,13,1.41,0.266,-,2.9
