条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.242,215,194,47,10,0,5,50,14,3,1,3
対左投手,0.343,106,102,35,6,3,7,27,4,0,0,0
