球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.297,42,168,155,27,46,6,1,8,78,25,40,11,1,1,0,1,2,2,1,.345,.503,0.848
みずほPayPay,.190,7,22,21,0,4,1,0,0,5,0,10,1,0,0,0,0,0,0,0,.227,.238,0.465
ZOZOマリン,.320,8,28,25,7,8,2,2,0,14,3,6,2,0,0,0,1,2,1,0,.357,.560,0.917
楽天モバイル,.313,6,19,16,0,5,0,0,0,5,2,3,1,0,1,0,1,0,0,0,.368,.313,0.681
京セラD大阪,.100,8,30,30,2,3,1,0,1,7,3,8,0,0,0,0,0,0,0,0,.100,.233,0.333
ベルーナドーム,.440,7,27,25,4,11,4,0,1,18,4,6,0,0,1,1,0,2,0,0,.462,.720,1.182
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.214,5,15,14,2,3,1,0,2,10,3,4,1,0,0,0,0,0,0,0,.267,.714,0.981
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.333,2,8,6,3,2,1,0,0,3,1,0,2,0,0,0,0,0,0,0,.500,.500,1.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
